job_id,job_role,industry,country,year,automation_risk_percent,ai_replacement_score,skill_gap_index,salary_before_usd,salary_after_usd,salary_change_percentage,skill_demand_growth_percentage,remote_feasibility_score,ai_adoption_level,education_requirement_level
3563,Accountant,Manufacturing,Germany,2021,63.52,74.58,5.28,45982,51235,11.43,10.3,81.2,72.0,2
3564,HR Manager,Energy,USA,2025,72.12,63.97,10.73,103844,107116,3.15,17.4,96.7,79.6,4
3565,Customer Support Rep,Healthcare,USA,2020,74.06,61.03,10.77,124181,132586,6.77,-1.8,14.3,28.5,2
3566,Mechanical Engineer,Retail,Singapore,2021,53.66,59.31,1.04,69145,62668,-9.37,22.0,16.8,59.9,1
3567,Accountant,Energy,Singapore,2020,54.92,61.87,28.86,147771,121587,-17.72,-0.3,41.4,52.0,2
3568,Mechanical Engineer,Technology,Brazil,2021,75.57,82.68,57.71,49537,49574,0.07,-6.9,75.6,75.1,4
3569,Data Analyst,Finance,UK,2021,15.81,13.28,38.45,140181,113113,-19.31,9.9,39.1,13.2,1
3570,Accountant,Transportation,India,2023,43.13,48.15,96.86,90191,94749,5.05,-4.2,78.1,7.2,2
3571,Accountant,Retail,Brazil,2025,69.51,78.67,47.25,97251,106782,9.80,16.8,11.5,12.2,5
3572,Financial Analyst,Education,Japan,2021,21.38,23.57,44.01,95460,88938,-6.83,16.7,77.4,44.2,5
3573,Financial Analyst,Manufacturing,Japan,2023,36.40,33.97,96.49,122637,116117,-5.32,9.2,16.9,30.8,2
3574,Marketing Specialist,Energy,Canada,2022,53.69,56.20,27.59,83481,65470,-21.57,7.4,58.9,94.7,3
3575,Marketing Specialist,Manufacturing,USA,2021,20.04,16.04,7.69,85525,91127,6.55,21.8,54.5,35.4,4
3576,HR Manager,Transportation,Brazil,2023,31.70,30.13,61.16,50130,52161,4.05,19.6,34.2,50.1,1
3577,Marketing Specialist,Finance,UK,2020,77.39,62.55,19.95,83806,73692,-12.07,10.8,93.8,64.3,2
3578,Financial Analyst,Finance,Brazil,2023,71.42,66.54,82.90,75386,77984,3.45,2.9,18.3,94.3,4
3579,Marketing Specialist,Healthcare,USA,2024,42.10,50.39,53.96,120899,120879,-0.02,2.6,76.4,78.3,2
3580,Financial Analyst,Manufacturing,UK,2021,21.06,20.38,41.91,42437,48161,13.49,2.5,37.0,43.3,1
3581,Financial Analyst,Finance,Germany,2024,77.27,62.79,59.15,119212,128702,7.96,14.6,75.4,5.9,5
3582,Data Analyst,Education,Brazil,2024,37.39,41.62,9.41,31446,33294,5.88,13.7,47.1,94.0,1
3583,HR Manager,Retail,Australia,2024,63.66,75.58,92.93,87755,94565,7.76,16.7,83.0,78.8,2
3584,Accountant,Technology,Singapore,2023,20.73,18.52,26.57,128220,127954,-0.21,18.8,62.3,82.7,2
3585,Accountant,Manufacturing,India,2024,31.88,26.15,48.26,139646,131850,-5.58,17.2,15.8,63.7,2
3586,Marketing Specialist,Energy,India,2023,68.41,72.93,42.51,44802,43697,-2.47,9.5,30.2,81.6,5
3587,Data Analyst,Education,Japan,2021,68.69,73.09,62.48,68332,60679,-11.20,7.7,89.6,18.8,3
3588,Mechanical Engineer,Technology,USA,2026,46.55,46.77,60.39,69292,68209,-1.56,15.5,73.0,63.6,1
3589,Software Engineer,Technology,USA,2020,8.20,8.60,55.07,137832,134609,-2.34,0.2,98.8,2.2,3
3590,Accountant,Finance,India,2025,57.10,59.58,64.66,56194,54102,-3.72,-9.7,18.6,7.5,2
3591,Truck Driver,Finance,Japan,2026,31.19,32.10,39.77,65234,58529,-10.28,-1.5,47.0,20.3,5
3592,Mechanical Engineer,Technology,USA,2025,58.86,50.01,94.82,40778,43199,5.94,7.6,22.5,17.6,2
3593,Mechanical Engineer,Education,Singapore,2025,27.65,24.83,31.08,99076,98276,-0.81,1.8,32.2,60.7,1
3594,Financial Analyst,Retail,Canada,2022,78.96,79.52,42.57,74189,73508,-0.92,10.1,38.2,97.4,2
3595,Data Analyst,Healthcare,Brazil,2023,65.51,69.23,1.85,119824,106891,-10.79,-10.9,24.3,52.4,3
3596,Truck Driver,Finance,UK,2021,77.12,70.12,93.87,53368,54378,1.89,-0.7,86.4,95.3,3
3597,Financial Analyst,Technology,Australia,2023,63.70,56.05,97.77,140332,143307,2.12,-7.2,60.0,44.3,4
3598,Software Engineer,Transportation,Japan,2020,68.90,56.76,62.72,54636,62890,15.11,6.5,32.2,39.3,1
3599,Marketing Specialist,Technology,USA,2025,76.55,84.56,57.27,56640,64858,14.51,1.1,83.9,24.5,3
3600,Customer Support Rep,Transportation,Australia,2025,71.34,59.79,2.32,95841,95692,-0.16,22.6,81.7,66.4,3
3601,Data Analyst,Education,Brazil,2022,51.09,47.15,26.33,102105,107617,5.40,-0.1,57.1,22.7,5
3602,Accountant,Transportation,Singapore,2024,53.76,63.33,8.21,43121,42651,-1.09,1.7,52.0,56.9,1
3603,Customer Support Rep,Transportation,UK,2026,60.51,70.51,76.87,148057,135406,-8.54,4.5,96.0,0.4,3
3604,Financial Analyst,Manufacturing,Australia,2022,64.33,52.27,76.12,142553,122696,-13.93,-1.0,30.4,49.2,1
3605,Mechanical Engineer,Retail,UK,2026,21.96,23.48,36.84,68773,83738,21.76,-14.8,22.8,70.8,5
3606,Teacher,Technology,Brazil,2025,71.81,65.43,18.04,121261,104796,-13.58,11.2,25.5,98.2,1
3607,Truck Driver,Technology,Singapore,2021,45.43,52.76,17.82,128277,117668,-8.27,5.0,76.0,89.2,2
3608,Teacher,Energy,Australia,2026,21.41,23.34,44.51,120464,119032,-1.19,-8.2,94.0,34.2,1
3609,Marketing Specialist,Healthcare,UK,2020,54.02,43.48,71.11,102368,107694,5.20,7.8,23.2,26.2,1
3610,HR Manager,Technology,India,2026,79.70,68.75,72.06,117009,104407,-10.77,12.2,29.4,66.6,4
3611,HR Manager,Finance,Brazil,2024,23.04,24.53,49.25,76395,78365,2.58,3.9,55.7,56.1,1
3612,HR Manager,Retail,UK,2024,76.45,81.15,95.79,42764,40877,-4.41,14.3,82.9,85.6,4
3613,Truck Driver,Manufacturing,Brazil,2021,44.00,42.40,72.60,41887,40024,-4.45,7.9,92.3,27.6,4
3614,Customer Support Rep,Finance,Singapore,2022,65.29,55.29,26.95,78475,77179,-1.65,20.4,57.2,20.8,2
3615,Accountant,Finance,UK,2025,52.52,53.30,16.42,58574,51740,-11.67,16.4,40.9,13.2,4
3616,Marketing Specialist,Retail,UK,2024,50.28,47.11,67.63,118975,99876,-16.05,11.1,55.8,25.2,5
3617,HR Manager,Transportation,Canada,2021,73.20,81.00,49.30,145855,117232,-19.62,10.4,18.6,54.4,1
3618,Customer Support Rep,Transportation,UK,2022,85.23,97.73,60.46,77213,86720,12.31,12.1,47.1,47.6,5
3619,Teacher,Manufacturing,India,2022,57.64,66.33,79.10,32687,31462,-3.75,16.3,62.6,90.6,3
3620,Data Analyst,Energy,USA,2026,63.81,71.03,20.96,117634,122645,4.26,-4.2,64.9,77.7,4
3621,HR Manager,Transportation,UK,2022,48.61,40.05,70.58,75979,88309,16.23,12.0,57.4,77.0,3
3622,HR Manager,Technology,UK,2023,62.65,66.58,99.77,85175,93128,9.34,11.5,43.8,45.7,2
3623,Mechanical Engineer,Education,Brazil,2025,77.84,63.28,33.53,88346,79590,-9.91,-3.7,83.8,27.8,2
3624,HR Manager,Manufacturing,USA,2025,56.03,63.24,79.25,123834,92915,-24.97,5.1,60.1,29.9,1
3625,Truck Driver,Transportation,Canada,2023,59.00,55.10,19.52,107924,118303,9.62,10.1,88.7,70.5,3
3626,HR Manager,Technology,Germany,2025,58.12,47.82,10.98,127508,118939,-6.72,-7.4,23.1,19.5,1
3627,Mechanical Engineer,Manufacturing,Brazil,2025,64.28,58.16,44.90,48201,53822,11.66,14.1,42.6,78.5,5
3628,Financial Analyst,Healthcare,Canada,2022,26.79,28.85,73.00,146239,142205,-2.76,3.2,33.7,12.3,2
3629,Truck Driver,Technology,Australia,2020,36.88,34.43,41.40,138447,141236,2.01,6.6,93.7,75.3,3
3630,Software Engineer,Retail,Germany,2021,55.21,53.84,51.05,141898,135555,-4.47,3.8,78.7,57.3,2
3631,Customer Support Rep,Education,Germany,2026,82.04,68.11,62.12,59725,66454,11.27,-9.9,21.9,43.7,5
3632,HR Manager,Education,India,2023,24.30,27.75,4.50,72713,77949,7.20,7.3,88.1,89.5,2
3633,Accountant,Finance,India,2020,14.40,16.36,77.99,138292,146209,5.72,2.4,46.2,63.4,5
3634,Truck Driver,Energy,India,2024,54.69,53.11,54.66,72711,76720,5.51,17.1,72.1,23.1,1
3635,Marketing Specialist,Manufacturing,Germany,2024,77.87,82.86,19.72,120059,151121,25.87,18.3,27.0,34.8,1
3636,Customer Support Rep,Energy,Germany,2021,91.20,83.36,15.56,149107,164997,10.66,-6.7,30.8,55.0,4
3637,Mechanical Engineer,Manufacturing,USA,2023,37.04,43.88,43.28,100101,113821,13.71,-12.0,43.8,40.1,1
3638,Data Analyst,Finance,Brazil,2023,11.12,11.44,54.67,52723,55105,4.52,5.4,74.3,48.1,3
3639,Teacher,Finance,Japan,2024,74.13,76.36,13.50,95701,100964,5.50,-1.6,97.1,36.1,4
3640,Financial Analyst,Technology,USA,2021,40.44,39.17,28.53,125302,117579,-6.16,6.7,85.5,18.7,2
3641,Software Engineer,Technology,India,2022,68.54,65.16,61.64,39339,43686,11.05,-0.7,53.0,90.5,4
3642,Data Analyst,Healthcare,Brazil,2020,40.26,47.16,98.26,84467,94718,12.14,7.4,29.9,86.2,2
3643,Teacher,Education,Japan,2025,51.43,56.07,7.99,121943,133867,9.78,-1.1,55.8,27.5,4
3644,HR Manager,Retail,India,2025,76.69,84.82,98.57,73736,82511,11.90,20.9,71.9,3.8,4
3645,Software Engineer,Manufacturing,Singapore,2022,20.42,23.76,42.38,145277,159970,10.11,12.2,45.7,90.7,5
3646,Mechanical Engineer,Healthcare,USA,2020,48.18,51.67,9.48,105802,104775,-0.97,6.1,76.4,2.5,3
3647,Marketing Specialist,Finance,India,2026,74.83,89.29,35.42,42849,42138,-1.66,5.6,53.4,27.2,5
3648,Marketing Specialist,Retail,India,2024,43.13,34.82,5.16,31917,35221,10.35,25.5,31.0,64.7,3
3649,Customer Support Rep,Manufacturing,Singapore,2024,86.89,79.15,83.20,109501,108435,-0.97,1.4,55.7,73.2,4
3650,Mechanical Engineer,Technology,UK,2026,30.10,35.91,68.45,74738,63556,-14.96,-30.0,79.1,72.6,4
3651,Customer Support Rep,Healthcare,UK,2021,39.09,40.57,2.06,77826,73644,-5.37,19.1,85.2,97.6,5
3652,Marketing Specialist,Healthcare,India,2021,52.50,45.05,37.97,31138,34856,11.94,8.8,66.7,78.6,4
3653,HR Manager,Education,Australia,2023,65.99,75.26,26.67,134552,117035,-13.02,14.5,98.9,95.0,1
3654,Data Analyst,Retail,USA,2025,40.21,45.73,26.15,79924,80610,0.86,-8.5,54.6,21.3,3
3655,Accountant,Transportation,USA,2026,57.10,48.37,6.17,76189,63199,-17.05,-3.5,33.2,33.9,3
3656,Software Engineer,Education,Germany,2023,11.44,10.99,90.46,56931,52228,-8.26,9.3,41.9,32.1,4
3657,Teacher,Transportation,USA,2024,75.59,73.41,69.05,102296,98443,-3.77,3.7,37.0,33.6,1
3658,Data Analyst,Healthcare,Singapore,2026,6.49,6.80,34.68,105496,110627,4.86,-5.1,74.4,17.2,1
3659,Software Engineer,Manufacturing,USA,2024,7.82,6.73,24.68,50188,46112,-8.12,22.9,58.4,4.7,2
3660,Mechanical Engineer,Transportation,Singapore,2024,70.29,61.03,36.02,38628,40150,3.94,-3.6,72.3,67.7,1
3661,Software Engineer,Transportation,UK,2025,38.65,45.65,50.72,83929,80645,-3.91,2.5,59.3,31.5,4
3662,Data Analyst,Education,Germany,2020,36.68,32.37,83.82,149964,163530,9.05,0.3,88.6,99.6,2
3663,Customer Support Rep,Retail,Australia,2022,48.99,54.01,22.88,104976,115800,10.31,13.8,28.7,84.9,1
3664,Teacher,Healthcare,Singapore,2024,39.47,34.99,54.25,133603,112854,-15.53,-6.3,20.2,88.2,1
3665,Truck Driver,Energy,Singapore,2026,68.08,76.15,37.15,79228,74276,-6.25,-13.5,64.9,49.3,5
3666,Accountant,Manufacturing,Brazil,2026,68.65,79.64,46.97,58770,66480,13.12,12.5,16.8,6.8,3
3667,HR Manager,Technology,India,2021,20.72,17.80,42.07,48888,50079,2.43,16.1,43.1,7.0,3
3668,Financial Analyst,Technology,Brazil,2023,51.37,43.49,74.32,126331,111548,-11.70,6.5,80.8,30.8,2
3669,Mechanical Engineer,Retail,Germany,2023,25.59,25.28,92.26,65685,67288,2.44,-0.1,27.2,31.7,5
3670,Financial Analyst,Healthcare,Singapore,2020,19.55,18.23,28.05,118361,119808,1.22,5.5,75.2,69.5,2
3671,Customer Support Rep,Education,India,2020,73.59,84.87,29.62,66011,60429,-8.46,12.5,92.1,53.5,1
3672,Mechanical Engineer,Energy,USA,2024,31.01,34.43,31.23,145593,140821,-3.28,-0.4,56.4,85.1,1
3673,Financial Analyst,Education,India,2026,22.94,19.31,7.45,90836,96969,6.75,-5.1,84.3,80.7,3
3674,HR Manager,Healthcare,USA,2025,64.95,55.34,39.72,148169,148361,0.13,5.6,73.8,95.1,4
3675,HR Manager,Healthcare,Singapore,2026,41.49,35.47,66.89,145212,159062,9.54,11.2,48.1,9.7,5
3676,Marketing Specialist,Transportation,Singapore,2026,21.82,26.03,49.32,31442,31433,-0.03,11.1,85.3,54.9,3
3677,Financial Analyst,Energy,India,2024,17.12,17.91,99.74,34169,32572,-4.67,11.0,45.5,37.3,3
3678,Accountant,Education,Singapore,2025,72.92,73.05,44.72,128163,141759,10.61,5.7,54.9,22.2,5
3679,Customer Support Rep,Healthcare,Australia,2024,81.36,74.67,93.57,60051,59897,-0.26,-7.8,14.6,3.6,1
3680,HR Manager,Technology,Brazil,2022,44.72,39.62,0.94,65527,49668,-24.20,-0.2,22.2,58.0,5
3681,Marketing Specialist,Manufacturing,UK,2021,59.72,63.92,39.38,46512,51138,9.95,5.0,52.2,19.6,1
3682,Accountant,Manufacturing,Canada,2026,16.51,19.45,74.30,67556,71649,6.06,1.9,26.0,53.5,2
3683,Teacher,Transportation,Brazil,2020,59.95,57.46,3.99,57331,57638,0.54,14.3,83.4,55.6,4
3684,Marketing Specialist,Technology,Brazil,2023,76.05,88.50,48.29,68193,79409,16.45,14.6,54.9,82.2,2
3685,Teacher,Finance,Japan,2026,22.83,21.32,68.64,59602,62661,5.13,4.3,66.3,94.9,4
3686,Software Engineer,Energy,UK,2025,50.57,55.12,59.19,47065,39211,-16.69,6.3,99.9,26.7,2
3687,HR Manager,Manufacturing,Brazil,2024,26.15,27.44,51.09,32562,33324,2.34,2.2,53.5,14.6,2
3688,Mechanical Engineer,Education,Germany,2024,42.57,38.36,22.36,144927,138530,-4.41,3.7,97.3,79.5,2
3689,Financial Analyst,Technology,Canada,2026,27.81,26.80,86.23,72890,82084,12.61,29.4,46.1,64.0,1
3690,Mechanical Engineer,Transportation,India,2021,43.13,34.87,81.44,43579,54071,24.08,-5.8,73.5,41.1,5
3691,Marketing Specialist,Transportation,Australia,2020,61.49,52.42,65.34,129161,131638,1.92,14.4,38.2,16.3,5
3692,Accountant,Transportation,Australia,2024,34.19,34.74,19.63,144302,164743,14.17,8.0,32.1,52.4,2
3693,Teacher,Retail,India,2026,38.42,33.76,61.47,149243,161293,8.07,-15.8,39.5,87.7,5
3694,Teacher,Transportation,Australia,2023,70.52,61.46,89.99,48181,49479,2.69,-2.1,44.7,53.1,1
3695,Customer Support Rep,Technology,Brazil,2023,70.68,58.04,29.30,85309,91775,7.58,-7.5,95.9,30.0,4
3696,Data Analyst,Healthcare,Germany,2026,59.86,60.01,95.66,46351,46104,-0.53,9.3,95.8,45.9,5
3697,Mechanical Engineer,Education,India,2022,47.11,52.85,72.26,104352,118515,13.57,1.2,95.3,1.0,2
3698,HR Manager,Transportation,Brazil,2021,51.15,58.64,65.31,126100,129576,2.76,9.3,74.5,96.5,2
3699,Marketing Specialist,Retail,Brazil,2022,70.46,79.35,8.64,58684,69031,17.63,9.8,37.3,9.3,1
3700,Software Engineer,Healthcare,Japan,2026,21.78,24.14,87.74,139548,118867,-14.82,-9.1,46.6,37.6,2
3701,Software Engineer,Technology,Brazil,2023,46.63,43.99,2.03,82683,70748,-14.43,3.6,50.8,27.8,5
3702,Teacher,Transportation,India,2020,52.26,62.52,54.72,107628,105370,-2.10,12.0,25.0,28.3,1
3703,Teacher,Manufacturing,India,2020,38.20,40.41,0.46,132406,127717,-3.54,8.1,73.6,20.3,2
3704,Marketing Specialist,Education,USA,2020,72.80,67.46,32.68,140118,164088,17.11,-1.7,68.3,66.9,1
3705,Teacher,Technology,Canada,2020,71.60,60.75,52.22,117057,107826,-7.89,25.8,11.5,6.1,3
3706,Marketing Specialist,Finance,Australia,2020,18.33,17.18,11.77,81130,85399,5.26,-1.1,88.4,39.0,4
3707,Teacher,Healthcare,Brazil,2021,45.79,54.10,53.55,149409,142967,-4.31,5.0,97.5,96.5,5
3708,Truck Driver,Transportation,UK,2020,51.83,61.24,14.10,111613,104873,-6.04,-2.3,80.1,37.7,3
3709,Customer Support Rep,Retail,Canada,2020,25.50,24.62,22.81,112000,116900,4.37,1.1,34.0,39.3,4
3710,Truck Driver,Energy,Canada,2023,45.86,48.50,10.12,87372,94151,7.76,1.7,16.6,83.0,2
3711,Software Engineer,Energy,UK,2025,11.74,9.81,20.23,42318,43599,3.03,5.1,13.1,46.1,4
3712,Teacher,Healthcare,UK,2022,37.02,34.65,33.19,137402,128278,-6.64,-9.1,47.8,30.5,1
3713,Financial Analyst,Finance,Japan,2025,16.55,14.00,29.81,128617,133768,4.00,-1.0,36.0,88.4,4
3714,Teacher,Technology,UK,2024,39.98,34.73,98.58,51196,60586,18.34,22.9,43.6,95.2,5
3715,Data Analyst,Retail,USA,2023,59.07,66.86,97.42,84853,86620,2.08,1.8,44.3,19.0,5
3716,Financial Analyst,Retail,India,2021,43.83,51.29,17.14,131844,117874,-10.60,2.6,86.4,97.0,2
3717,Customer Support Rep,Energy,Germany,2020,45.39,41.82,39.05,127696,118227,-7.41,21.2,39.7,87.2,2
3718,Mechanical Engineer,Education,UK,2021,74.21,87.51,27.26,139502,129839,-6.93,9.8,64.9,2.6,3
3719,Teacher,Finance,Japan,2024,59.59,65.15,78.93,50703,44984,-11.28,9.5,95.2,67.5,1
3720,Truck Driver,Technology,Germany,2026,31.67,27.71,66.35,87200,79341,-9.01,14.7,69.2,17.7,2
3721,Data Analyst,Finance,UK,2020,38.06,45.03,62.82,35999,36960,2.67,22.9,36.5,17.7,4
3722,Data Analyst,Manufacturing,Singapore,2021,12.44,14.22,87.29,85817,61615,-28.20,-1.0,46.7,36.5,5
3723,Mechanical Engineer,Healthcare,Japan,2023,46.82,48.78,46.64,137598,148038,7.59,-12.7,37.0,75.3,5
3724,Marketing Specialist,Education,Singapore,2020,17.15,15.01,80.12,51984,53629,3.16,5.9,57.1,18.7,2
3725,Customer Support Rep,Energy,India,2025,47.45,53.59,35.17,116821,116898,0.07,20.4,80.5,31.7,5
3726,HR Manager,Retail,Canada,2024,46.13,49.57,16.81,62835,71032,13.05,17.8,54.4,79.6,1
3727,Accountant,Education,USA,2021,43.74,50.42,73.59,67763,78835,16.34,-5.2,90.5,17.9,4
3728,HR Manager,Technology,India,2023,46.03,39.01,27.95,112318,114868,2.27,-0.9,91.1,96.9,3
3729,HR Manager,Technology,Germany,2023,25.16,27.67,92.64,40964,44126,7.72,3.4,28.3,93.4,2
3730,HR Manager,Finance,Singapore,2023,46.90,39.40,44.99,69151,71485,3.37,-12.7,53.5,48.2,5
3731,Data Analyst,Healthcare,Japan,2025,6.17,6.92,48.14,128509,121666,-5.32,14.5,10.4,91.1,4
3732,Financial Analyst,Healthcare,UK,2020,63.25,53.31,70.17,32403,32486,0.26,0.3,18.6,96.4,1
3733,Accountant,Finance,Japan,2026,72.57,76.92,6.37,68980,66618,-3.43,-18.0,25.2,57.8,5
3734,Financial Analyst,Healthcare,India,2025,40.50,47.75,93.62,97857,88790,-9.27,8.7,30.1,90.1,2
3735,HR Manager,Transportation,UK,2024,58.94,51.62,57.02,142171,126955,-10.70,-0.3,94.8,46.1,5
3736,Mechanical Engineer,Energy,Japan,2021,39.21,35.56,89.16,131474,126180,-4.03,4.2,50.2,18.1,4
3737,Customer Support Rep,Manufacturing,India,2026,34.99,33.50,9.91,144896,143186,-1.18,-0.4,24.6,68.9,5
3738,Accountant,Education,Singapore,2020,15.52,15.81,77.31,144007,135370,-6.00,8.0,18.0,73.2,3
3739,Customer Support Rep,Energy,USA,2023,40.07,39.23,97.66,128389,146399,14.03,11.9,42.3,99.8,5
3740,Financial Analyst,Transportation,Singapore,2025,29.57,30.64,28.21,43449,35058,-19.31,13.9,62.5,55.9,1
3741,Truck Driver,Energy,USA,2023,62.96,53.47,44.02,127440,120215,-5.67,-13.7,54.4,86.3,4
3742,Customer Support Rep,Transportation,Brazil,2026,70.89,59.56,86.52,129848,127029,-2.17,21.2,78.2,47.9,2
3743,Software Engineer,Education,USA,2023,51.56,59.40,89.05,84549,85505,1.13,-4.3,68.7,15.3,5
3744,Accountant,Finance,UK,2021,43.05,36.07,60.21,132611,123035,-7.22,19.1,99.4,66.3,2
3745,Mechanical Engineer,Education,UK,2020,67.07,71.62,98.94,128563,99411,-22.68,8.3,71.4,59.0,4
3746,Mechanical Engineer,Technology,Australia,2024,54.05,50.66,42.87,96972,101613,4.79,11.2,20.7,24.6,4
3747,Data Analyst,Retail,Singapore,2024,5.00,4.02,22.44,125919,123183,-2.17,13.1,60.7,70.6,2
3748,Data Analyst,Healthcare,India,2024,66.71,77.72,5.72,59780,60578,1.33,-0.2,73.9,30.8,2
3749,Mechanical Engineer,Transportation,Japan,2026,69.77,68.45,99.84,30048,29058,-3.30,-1.5,12.3,78.2,5
3750,Software Engineer,Retail,Germany,2023,5.00,5.50,5.26,60327,62866,4.21,4.2,66.4,41.6,5
3751,Marketing Specialist,Retail,Brazil,2026,66.20,60.78,26.58,108786,97881,-10.02,2.0,16.0,78.8,1
3752,Accountant,Healthcare,USA,2026,57.31,55.29,89.62,79303,83376,5.14,7.6,85.7,51.1,3
3753,Software Engineer,Manufacturing,Brazil,2023,47.64,46.00,64.72,60906,52348,-14.05,1.8,13.4,58.9,5
3754,HR Manager,Retail,UK,2022,70.51,57.13,19.60,85222,76807,-9.87,10.0,15.1,51.9,5
3755,Mechanical Engineer,Finance,India,2022,67.31,54.80,34.94,109622,105658,-3.62,-0.1,58.2,95.3,3
3756,Truck Driver,Energy,USA,2025,45.11,44.89,39.99,137688,139280,1.16,-2.5,86.2,98.8,4
3757,Data Analyst,Education,UK,2021,48.91,46.56,41.18,72202,82891,14.80,11.4,83.8,41.7,5
3758,Teacher,Energy,Singapore,2023,60.17,70.19,92.08,114483,120273,5.06,27.0,26.5,12.4,2
3759,Financial Analyst,Healthcare,USA,2024,44.00,38.01,57.70,107484,101641,-5.44,5.3,15.2,11.3,4
3760,HR Manager,Transportation,India,2024,20.76,24.82,34.45,65037,66009,1.49,0.1,68.7,17.5,1
3761,Truck Driver,Energy,Brazil,2023,89.35,100.09,23.03,88302,69978,-20.75,-0.7,83.6,10.9,4
3762,Financial Analyst,Healthcare,Singapore,2024,39.07,37.95,46.87,133362,129822,-2.65,3.1,65.6,17.4,4
3763,Accountant,Healthcare,Australia,2024,15.25,14.80,21.96,73346,70366,-4.06,2.6,60.4,2.7,5
3764,Customer Support Rep,Energy,USA,2026,92.65,86.77,69.52,127244,139390,9.55,-3.5,84.9,24.1,5
3765,Mechanical Engineer,Technology,Singapore,2025,79.47,64.24,21.70,123602,131162,6.12,-4.4,87.0,95.9,2
3766,Customer Support Rep,Education,USA,2025,58.20,69.16,41.16,56175,68434,21.82,7.0,51.2,56.7,3
3767,Software Engineer,Education,Singapore,2023,29.15,29.44,95.26,89980,97519,8.38,-3.0,40.4,81.6,5
3768,Mechanical Engineer,Energy,USA,2020,13.98,13.04,9.44,40238,35666,-11.36,20.7,88.4,51.6,1
3769,Accountant,Retail,Brazil,2021,30.67,33.38,62.40,125951,112841,-10.41,9.5,70.3,39.2,3
3770,Mechanical Engineer,Retail,Canada,2021,42.42,49.57,36.00,103435,95684,-7.49,2.5,50.8,59.7,5
3771,Teacher,Energy,Singapore,2021,38.53,36.84,82.04,33562,36604,9.06,-0.9,92.9,41.2,2
3772,Mechanical Engineer,Retail,UK,2025,72.22,63.52,22.14,131543,129355,-1.66,7.4,15.3,9.0,2
3773,Accountant,Retail,Singapore,2026,28.30,31.26,51.00,84671,92526,9.28,7.0,18.1,69.5,2
3774,Customer Support Rep,Finance,Australia,2023,89.88,79.57,83.78,113763,114406,0.56,29.9,57.5,23.2,2
3775,HR Manager,Finance,Australia,2021,57.25,51.90,38.94,74270,69567,-6.33,7.7,28.5,20.1,5
3776,Mechanical Engineer,Energy,UK,2022,17.59,15.53,60.71,117860,114035,-3.25,26.0,14.7,95.9,4
3777,Accountant,Healthcare,Singapore,2024,21.77,23.23,91.29,113733,105913,-6.88,-5.5,12.7,61.3,2
3778,Customer Support Rep,Education,Brazil,2024,67.91,74.03,1.10,128141,119930,-6.41,9.3,41.3,63.9,3
3779,Data Analyst,Manufacturing,Brazil,2020,34.71,29.36,8.73,123775,119928,-3.11,1.7,84.8,61.2,5
3780,Teacher,Education,Australia,2020,52.33,51.90,56.90,102212,108575,6.22,25.1,20.0,36.5,4
3781,Financial Analyst,Retail,Singapore,2026,22.51,20.99,95.13,111998,114248,2.01,4.9,76.0,51.8,5
3782,Mechanical Engineer,Technology,Australia,2026,66.33,71.76,24.38,93631,76647,-18.14,25.8,26.1,22.3,4
3783,HR Manager,Retail,Germany,2020,29.67,23.86,91.69,112332,119935,6.77,22.7,72.0,98.2,2
3784,HR Manager,Finance,Brazil,2026,36.96,40.10,35.95,132515,130692,-1.38,-5.9,54.6,25.6,5
3785,Data Analyst,Finance,Japan,2024,50.64,45.98,85.39,51319,58337,13.68,-9.9,64.5,7.8,4
3786,Accountant,Technology,Germany,2024,69.24,71.95,86.99,134116,145746,8.67,6.0,86.4,95.8,3
3787,Marketing Specialist,Manufacturing,Canada,2026,69.53,78.47,46.94,55444,56821,2.48,9.6,35.4,34.1,1
3788,Data Analyst,Education,Germany,2023,48.03,47.60,8.15,46974,43125,-8.19,16.7,55.7,76.7,3
3789,Data Analyst,Education,Canada,2023,52.58,45.58,9.84,100938,94288,-6.59,9.5,43.5,87.0,1
3790,Mechanical Engineer,Education,Germany,2020,76.10,74.70,7.95,60924,56322,-7.55,-2.7,54.5,58.3,2
3791,Accountant,Education,Germany,2026,18.58,21.47,62.00,101670,99804,-1.84,8.7,31.6,51.7,4
3792,Truck Driver,Finance,Germany,2026,60.60,53.97,69.97,33556,32130,-4.25,23.9,72.0,47.7,4
3793,Truck Driver,Education,USA,2020,93.41,87.24,98.26,37797,35996,-4.76,24.1,84.0,79.0,5
3794,HR Manager,Healthcare,India,2022,66.01,55.31,82.24,55685,65111,16.93,3.6,29.7,11.3,1
3795,Software Engineer,Education,UK,2023,45.22,53.97,60.09,112927,129275,14.48,8.1,97.8,54.4,4
3796,Marketing Specialist,Finance,Brazil,2023,39.18,44.82,96.97,45502,51730,13.69,8.7,58.0,40.9,5
3797,Software Engineer,Healthcare,Japan,2020,45.87,41.65,34.91,149073,162512,9.02,8.3,82.7,65.2,3
3798,Mechanical Engineer,Healthcare,Germany,2026,68.85,62.99,63.71,100872,89718,-11.06,9.1,35.0,28.7,5
3799,Financial Analyst,Education,Singapore,2021,52.14,61.99,95.41,57263,63819,11.45,1.5,92.4,23.7,2
